Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g),Meal Time
Red Rice,"Elumas Curry, Tapioca Chips, Cucumber Sambol","Red Rice with Elumas Curry, Tapioca Chips, Cucumber Sambol","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies, Cucumber,  Coconut,  pepper","120.0, 90.0, 90.0, 150.0, 60.0, 10.0, 4.0, 100.0, 40.0, 10.0, 10.0, 60.0","SLA009, SLH018, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002, SLD038, SLI005,  SLK018",2011.2,30.024,200.136,132.168,52.92,1667.496,152.04,337.632,8.952,912.732,641.82,405.684,66.192,2348.4,52864.344,5175.492,2759.136,11.484,113.1,Breakfast/Lunch/Dinner
Red Rice,"Brinjal Moju, Jaffna Crab Curry, Maalu Badun","Red Rice with Brinjal Moju, Jaffna Crab Curry, Maalu Badun","Red rice, Eggplant,  Vinegar,  Spices, Crab,  Coconut milk,  Chillies, Fish,  Oil","120.0, 90.0, 90.0, 90.0, 80.0, 60.0, 100.0, 25.0, 10.0","SLA009, SLD019,  SLI017,  SLK004, SLF045,  SLI005, SLK002, SLF035, SLJ002",1789.2,56.292,126.216,104.82,13.608,103.368,12.3,63.48,3.972,305.7,871.968,203.256,438.528,1670.4,1932.18,1210.62,2352.324,2.796,94.236,Breakfast/Lunch/Dinner
Red Rice,"Carrot Sambol, Dhal Vade, Mango Chutney","Red Rice with Carrot Sambol, Dhal Vade, Mango Chutney","Red rice, Carrot,  Coconut,  pepper, Lentils,  chillie,  Oil, Mango,  Vinegar,  sugar","120.0, 90.0, 90.0, 150.0, 20.0, 10.0, 100.0, 15.0, 30.0, 40.0","SLA009, SLB002,  SLI005,  SLK018, SLC009, SLK002, SLJ002, SLE030, SLI017, SLI011",2522.4,42.516,125.604,298.356,29.316,1742.664,8.304,57.768,0.864,128.892,730.632,194.172,81.468,2107.2,1348.668,1092.156,2174.724,137.1,147.084,Breakfast/Lunch/Dinner
Red Rice,"Brinjal Moju, Dry Fish Curry, Tender Jackfruit Fry","Red Rice with Brinjal Moju, Dry Fish Curry, Tender Jackfruit Fry","Red rice, Eggplant,  Vinegar,  Spices, Dry fish,  Coconut milk,  Chillies, Jackfruit,  Oil","120.0, 90.0, 90.0, 90.0, 80.0, 60.0, 100.0, 25.0, 10.0","SLA009, SLD019,  SLI017,  SLK004, SLF020,  SLI005,  SLK002, SLD049, SLJ002",1704,38.124,126.192,102.456,17.484,46.092,9.516,48.264,2.46,595.2,421.716,142.332,114.18,1264.8,2542.704,1424.22,1416.324,4.08,91.98,Breakfast/Lunch/Dinner
Red Rice,"Fish Curry, Seer Fish Curry, Garlic curry","Red Rice with Fish Curry, Seer Fish Curry, Garlic curry","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Seer fish,  Chillies, Garlic,  chillies,  curry leaves ","120.0, 90.0, 104.0, 150.0, 60.0, 6.0, 100.0, 25.0, 50.0, 20.0","SLA009, SLF006, SLB001, SLI006, SLK004, SLF025,  SLI005, SLK002, SLK011, SLI005, SLK009",2288.4,67.872,207.096,145.872,60.384,1812.696,159.756,362.676,9.984,940.524,1158.936,514.452,188.16,3530.4,55618.38,6532.524,4939.836,20.952,117.228,Breakfast/Lunch/Dinner
Red Rice,"Sweet Corn Curry, Green Banana Curry, Carrot Sambol","Red Rice with Sweet Corn Curry, Green Banana Curry, Carrot Sambol","Red rice, Sweet corn,  Coconut milk,  Chillies, Green banana, Carrot,  Coconut,  pepper","120.0, 90.0, 110.0, 250.0, 50.0, 25.0, 10.0, 50.0","SLA009, SLD037,  SLI005 , SLK002, SLE005,  SLI005, SLB002,  SLK018",740.4,18.684,6.9,147.492,24.204,1545.708,44.004,149.628,1.752,166.236,380.952,157.74,73.056,1794,1647.3,1306.992,2684.4,29.268,101.892,Breakfast/Lunch/Dinner
Red Rice,"Cauliflower Pickle, Sprats Fry, Tropical Salad","Red Rice with Cauliflower Pickle, Sprats Fry, Tropical Salad","Red rice, Cauliflower,  Oil,  Garlic, Dried fish,  Chillies, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","120.0, 90.0, 130.0, 300.0, 100.0, 80.0, 20.0, 10.0, 30.0, 20.0, 30.0","SLA009, SLD031, SLJ002, SLK011, SLF019, SLK002, SLD058, SLE001, SLB002, SLE041, SLD038",2073.6,47.112,129.396,173.184,39.012,1573.884,151.608,127.308,1.848,206.484,792.264,243.06,251.832,2913.6,2989.956,1772.376,3355.776,36.948,120.852,Breakfast/Lunch/Dinner
Red Rice,"Bitter Leaf Curry, Polos Mallum, Shrimp Cutlets","Red Rice with Bitter Leaf Curry, Polos Mallum, Shrimp Cutlets","Red rice, Bitter leaves,  Coconut milk,  Chillies, Jackfruit,  Coconut,  oil, Shrimp,  Potatoes,  flour","120.0, 90.0, 90.0, 150.0, 50.0, 20.0, 100.0, 30.0, 5.0, 30.0","SLA009, SLD013, SLI005, SLK002, SLE024, SLJ002, SLI015, SLB006, SLA018",2611.2,70.884,200.904,237.756,42.192,177.456,15.816,53.016,6.972,262.992,1107.936,338.484,50.712,3136.8,52943.808,5284.92,3163.884,32.076,193.548,Breakfast/Lunch/Dinner
Red Rice,"Vegetable Cutlets, Kochchi Sambol, Beetroot curry","Red Rice with Vegetable Cutlets, Kochchi Sambol, Beetroot curry","Red rice, Carrot,  Potatoes,  Chillies, Green chili,  Coconut, Beetroot,  Coconut milk,  chillies, curry leaves","120.0, 90.0, 90.0, 90.0, 80.0, 20.0, 10.0, 30.0, 70.0, 30.0","SLA009, SLB002,  SLB006,  SLK002, SLK002, SLI005, SLB001, SLK009",934.8,34.044,81.252,125.82,59.016,3202.416,156.756,381.432,9.384,944.304,714.492,455.532,195.732,2810.4,52894.572,5238.168,3506.556,18.948,99.864,Breakfast/Lunch/Dinner
Red Rice,"Kohila Curry, Egg Curry, Jackfruit Mallum","Red Rice with Kohila Curry, Egg Curry, Jackfruit Mallum","Red rice, Kohila,  Coconut milk,  Chillies, Egg, Jackfruit,  Coconut","120.0, 90.0, 110.0, 250.0, 50.0, 25.0, 10.0","SLA009, SLB004,  SLI005, SLK002, SLH001, SLD049, SLI005",1058.4,40.956,95.484,120.72,40.392,297.456,18.744,144.504,9.42,238.524,835.644,264.12,238.608,2652,57155.976,11272.236,4638.336,11.688,99.06,Breakfast/Lunch/Dinner
Red Rice,"Kohila Curry, Fish Cutlets, Tapioca Chips","Red Rice with Kohila Curry, Fish Cutlets, Tapioca Chips","Red rice, Kohila,  Coconut milk,  Chillies, Fish,  Potatoes, Tapioca,  Oil,  Salt,  chillies","120.0, 90.0, 90.0, 210.0, 50.0, 20.0, 50.0, 10.0, 50.0, 20.0","SLA009, SLB004,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002",736.8,36.432,7.932,127.14,18.36,65.16,5.304,39.78,2.7,168.564,625.248,188.616,141.012,2043.6,3024.708,1763.568,2074.68,4.116,117.3,Breakfast/Lunch/Dinner
Red Rice,"Cabbage Mallung, Sesame Seed Sambol, Pineapple Pickle","Red Rice with Cabbage Mallung, Sesame Seed Sambol, Pineapple Pickle","Red rice, Cabbage,  Coconut,  Spices, Sesame seed,  Chili,  Onion, Pineapple,  pepper,  salt","120.0, 90.0, 90.0, 60.0, 20.0, 10.0, 100.0, 25.0, 10.0, 50.0","SLA009, SLD021, SLI006, SLK004, SLI023, SLK002,  SLD060, SLE041,  SLK018",2318.4,37.092,183.816,139.716,15.552,53.796,132.816,187.056,0.72,112.572,358.44,108.996,31.464,1126.8,1028.952,813.252,1430.112,12.18,94.092,Breakfast/Lunch/Dinner
Red Rice,"Ala Badun, Vegetable Cutlets, Carrot Sambol","Red Rice with Ala Badun, Vegetable Cutlets, Carrot Sambol","Red rice, Potato,  Oil,  Salt, onion, chilli, Carrot,  Potatoes,  Chillies,  Coconut,  pepper","120.0, 90.0, 90.0, 120.0, 90.0, 90.0, 110.0, 80.0, 20.0, 10.0, 5.0","SLA009, SLB006, SLJ002, SLD060, SLK004, SLB002,  SLB006,  SLK002,  SLI005,  SLK018",2752.8,15.804,243.696,121.308,17.484,1488,6.468,350.964,2.544,92.904,384.492,170.628,89.904,1586.4,1149.792,768.06,1389.996,5.076,107.028,Breakfast/Lunch/Dinner
Red Rice,"Fish Curry, Bottle Gourd Curry, Gotu Kola Sambol","Red Rice with Fish Curry, Bottle Gourd Curry, Gotu Kola Sambol","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Bottle gourd,  Chillies, Gotu Kola,  Coconut,  Onion","120.0, 90.0, 94.0, 150.0, 60.0, 6.0, 100.0, 25.0, 10.0, 10.0","SLA009, SLF006, SLB001, SLI006, SLK004, SLD015, SLI005, SLK002, SLD048, SLD060",1971.6,28.128,200.52,124.488,47.616,324.336,11.052,624.672,9.876,275.232,680.82,373.104,188.304,2848.8,52937.028,5202.24,3018.54,16.188,98.352,Breakfast/Lunch/Dinner
Red Rice,"Dhal Curry, Breadfruit Chips, Simmered Fish Roe","Red Rice with Dhal Curry, Breadfruit Chips, Simmered Fish Roe","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Breadfruit,  Oil,  Salt, Fish,  flour,  egg","120.0, 90.0, 90.0, 30.0, 60.0, 10.0, 130.0, 80.0, 30.0, 30.0, 20.0","SLA009, SLC001, SLI006, SLK004, SLK019, SLJ002, SLF054, SLA018, SLH001",4322.4,145.32,278.964,300.444,51.672,320.088,33.708,100.5,7.176,352.26,1880.4,676.248,12983.292,5692.8,11421.912,10208.712,10176.648,4.704,275.58,Breakfast/Lunch/Dinner
Red Rice,"Cabbage Mallung, Green Gram Curry, Carrot Sambol","Red Rice with Cabbage Mallung, Green Gram Curry, Carrot Sambol","Red rice, Cabbage,  Coconut,  Spices, Green gram,  Coconut milk, Carrot,  pepper","120.0, 90.0, 100.0, 160.0, 20.0, 10.0, 25.0, 50.0","SLA009, SLD021, SLI006, SLK004, SLC006, SLB002,  SLI005,  SLK018",1575.6,13.284,123.24,101.988,11.496,1489.092,1.884,158.364,0.672,109.008,314.016,65.892,88.404,812.4,911.808,753.552,1167.936,4.596,93.252,Breakfast/Lunch/Dinner
Red Rice,"Bathala Curry, Green Banana Curry, Fish Patties","Red Rice with Bathala Curry, Green Banana Curry, Fish Patties","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Green banana,  Chillies, Fish,  Flour,  Oil","120.0, 90.0, 96.0, 90.0, 30.0, 10.0, 100.0, 25.0, 10.0, 40.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLE005,  SLI005, SLK002, SLF036,  SLF034,  SLJ002",2011.2,50.124,127.752,159.78,38.28,1751.64,158.196,364.944,3.792,899.7,703.416,390.42,94.8,2626.8,2332.896,1085.532,3057.924,30.384,122.868,Breakfast/Lunch/Dinner
Red Rice,"Jackfruit Curry, Fish Curry, Chickpea Salad","Red Rice with Jackfruit Curry, Fish Curry, Chickpea Salad","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Fish, Chickpeas,  Carrot,  Cabbage","120.0, 90.0, 90.5, 145.0, 70.0, 10.0, 3.0, 2.0, 60.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLF006, SLB001, SLI013, SLB002, SLD021",1965.6,39.096,127.716,160.68,41.796,3162.696,153.096,493.176,3.132,983.412,455.628,366.456,198.096,2214,1292.784,882.984,1943.724,30.948,99.408,Breakfast/Lunch/Dinner
Red Rice,"Cabbage Mallung, Papaya Curry, Devilled Beef","Red Rice with Cabbage Mallung, Papaya Curry, Devilled Beef","Red rice, Cabbage,  Coconut,  Spices, Papaya,  Coconut milk, Beef,  Oil,  chillies","120.0, 90.0, 90.0, 160.0, 20.0, 10.0, 25.0, 10.0, 80.0","SLA009, SLD021, SLI006, SLK004, SLE038, SLH016, SLJ002, SLK002",2889.6,43.464,252.744,108.576,15.132,254.664,5.616,173.7,1.176,126.012,626.4,141.072,100.908,1624.8,4813.128,4733.592,2034.756,6.768,94.092,Breakfast/Lunch/Dinner
Red Rice,"Pol Sambol, Bitter Leaf Curry, Dhal Vade","Red Rice with Pol Sambol, Bitter Leaf Curry, Dhal Vade","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Bitter leaves,  Coconut milk,  Chillies, Lentils,  chillie","120.0, 90.0, 90.0, 60.0, 15.0, 100.0, 50.0, 20.0, 50.0, 15.0, 30.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD013, SLK002, SLC009, SLJ002",3549.6,59.88,321.564,211.788,51.54,113.676,12.132,48.948,7.08,195.024,1100.736,341.868,67.608,3400.8,53244.876,5374.38,3435.132,20.628,165.456,Breakfast/Lunch/Dinner
Red Rice,"Pineapple Curry, Dry Fish Curry, Murukku","Red Rice with Pineapple Curry, Dry Fish Curry, Murukku","Red rice, Pineapple,  Coconut milk,  Spices, Dry fish,  Chillies, flour","120.0, 90.0, 110.0, 150.0, 50.0, 110.0, 25.0","SLA009, SLE041, SLI006, SLK004, SLF020,  SLI005,  SLK002, SLA08",1683.6,34.26,125.616,102.984,8.052,25.404,127.2,28.056,2.328,540.12,363.852,102.288,107.58,703.2,2448.54,1403.52,1140.9,10.476,90.588,Breakfast/Lunch/Dinner
Red Rice,"Cuttlefish Curry, Gotu Kola Sambol, Coriander Sambol","Red Rice with Cuttlefish Curry, Gotu Kola Sambol, Coriander Sambol","Red rice, Cuttlefish,  Coconut milk,  Spices, Gotu Kola,  Coconut,  Onion, Coriander,  pepper","120.0, 90.0, 90.0, 150.0, 50.0, 35.0, 20.0, 15.0, 60.0","SLA009, SLF019, SLI006, SLK004, SLD048, SLD060, SLK006, SLI005, SLK018",2554.8,66.204,226.668,166.344,131.88,502.236,36.408,856.224,12.468,1629.468,1233.288,928.056,254.244,6022.8,56022.108,19311.804,7084.872,12.564,141.672,Breakfast/Lunch/Dinner
Red Rice,"Eggplant Curry, Fenugreek Curry, Gotu Kola Sambol","Red Rice with Eggplant Curry, Fenugreek Curry, Gotu Kola Sambol","Red rice, Eggplant,  Spices,  Coconut milk, Fenugreek,  Chillies, Gotu Kola,  Coconut,  Onion","120.0, 90.0, 90.0, 110.0, 4.0, 100.0, 25.0, 10.0, 10.0","SLA009, SLD017, SLK004, SLI005, , SLK010,  SLI005, SLK002, SLD048, SLI006, SLD060",2204.4,55.092,207.036,129.768,97.2,345.588,12.372,620.772,9.768,403.8,1372.284,571.68,150.504,3379.2,53758.908,5954.772,6662.472,11.112,99.876,Breakfast/Lunch/Dinner
Red Rice,"Thalapath Fish Curry, Okra Curry, Sinhala Achcharu","Red Rice with Thalapath Fish Curry, Okra Curry, Sinhala Achcharu","Red rice, Thalapath fish,  Coconut milk,  Spices, Okra,  Chillies, Carrot,  onion,  green chillies,  Vinegar","120.0, 90.0, 110.0, 150.0, 50.0, 100.0, 25.0, 10.0, 30.0, 35.0","SLA009, SLF006, SLI006, SLK004, SLD053,  SLI005, SLK002, SLB002, SLD060, SLI017",1690.8,19.008,124.536,113.844,25.236,1548.684,20.04,401.58,3.384,216.12,456.312,252.588,97.632,1696.8,1214.088,789.972,1874.472,6.516,96.732,Breakfast/Lunch/Dinner
Red Rice,"Fenugreek Curry, Prawn Curry, Capsicum Curry","Red Rice with Fenugreek Curry, Prawn Curry, Capsicum Curry","Red rice, Fenugreek,  Coconut milk,  Chillies, Prawn, Capsicum","120.0, 90.0, 120.0, 300.0, 50.0, 25.0","SLA009, SLK010,  SLI005, SLK002, SLF043, SLF045",900,72.984,11.664,112.668,65.22,85.872,13.032,37.944,6.876,491.748,1474.596,446.952,645.204,2156.4,1989.732,1697.16,5412,2.04,97.188,Breakfast/Lunch/Dinner
Red Rice,"Bean Curry, Pineapple Curry, Ginger Chicken","Red Rice with Bean Curry, Pineapple Curry, Ginger Chicken","Red rice, Beans,  Coconut milk,  Spices, Pineapple, Chicken,  Ginger,  Chillies","120.0, 90.0, 150.0, 190.0, 80.0, 25.0, 10.0, 50.0","SLA009, SLD060, SLI006, SLK004, SLE041, SLH006, SLK012, SLK002",1921.2,46.452,136.032,124.644,24.996,78.984,142.02,448.908,3.228,127.572,627.348,281.256,78.648,2095.2,2304.552,2066.796,2333.448,13.824,98.808,Breakfast/Lunch/Dinner
Red Rice,"Bitter Leaf Curry, Collard Greens Curry, Seeni Sambol","Red Rice with Bitter Leaf Curry, Collard Greens Curry, Seeni Sambol","Red rice, Bitter leaves,  Coconut milk,  Chillies, Collard greens, Onion,  Sugar,  chillii","120.0, 90.0, 110.0, 250.0, 50.0, 25.0, 10.0, 50.0","SLA009, SLD013, SLI005, SLK002, SLI024,  SLI005,  SLK002, SLK016, SLK004",1933.2,27.216,200.28,119.16,32.316,111.888,7.764,39.168,6.768,101.004,596.7,221.808,41.448,1818,52729.296,5152.716,2523.852,9.18,93.9,Breakfast/Lunch/Dinner
Red Rice,"Pineapple Pickle, Jaffna Crab Curry, Shrimp Cutlets","Red Rice with Pineapple Pickle, Jaffna Crab Curry, Shrimp Cutlets","Red rice, Pineapple,  pepper,  salt, Crab,  Coconut milk,  Chillies, Shrimp,  Potatoes,  flour","120.0, 90.0, 90.0, 150.0, 20.0, 10.0, 100.0, 25.0, 10.0, 30.0","SLA009, SLE041,  SLK018, SLF045,  SLI005, SLK002, SLI015, SLB006, SLA018",1214.4,68.904,5.496,217.692,18.792,123.288,141.348,59.232,3.36,411.552,999.144,230.256,380.424,2086.8,1164.984,945.228,2108.976,19.92,191.892,Breakfast/Lunch/Dinner
Red Rice,"Bathala Curry, Okra Curry, Shrimp Cutlets","Red Rice with Bathala Curry, Okra Curry, Shrimp Cutlets","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Okra,  Chillies, Shrimp,  Potatoes,  flour","120.0, 90.0, 96.0, 90.0, 30.0, 10.0, 100.0, 25.0, 10.0, 30.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLD053,  SLI005, SLK002, SLI015, SLB006, SLA018",2426.4,69.036,126.504,244.488,45.936,1790.292,172.8,386.76,3.432,1119.336,994.596,473.436,80.292,3076.8,1592.784,901.92,2901.924,15.888,220.332,Breakfast/Lunch/Dinner
Red Rice,"Pol Sambol, Carrot Curry, Mustard Greens Curry","Red Rice with Pol Sambol, Carrot Curry, Mustard Greens Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Carrot,  Coconut milk,  Spices, Mustard greens","120.0, 90.0, 90.0, 60.0, 15.0, 100.0, 40.0, 20.0, 50.0, 25.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLB002, SLI006, , SLI025,  SLI005,  SLK002",2085.6,32.172,200.472,150.468,34.488,1488.516,4.044,33.504,6.816,124.152,649.992,188.688,98.352,1900.8,52805.208,5200.896,2744.88,20.844,110.88,Breakfast/Lunch/Dinner
Red Rice,"Dhal Vade, Mango Chutney, Chickpea Salad","Red Rice with Dhal Vade, Mango Chutney, Chickpea Salad","Red rice, Lentils,  chillie,  Oil, Mango,  Vinegar,  sugar, Chickpeas,  Carrot,  Cabbage","120.0, 90.0, 90.0, 150.0, 30.0, 60.0, 80.0, 10.0, 10.0, 60.0","SLA009, SLC009, SLK002, SLJ002, SLE030, SLI017, SLI011, SLI013, SLB002, SLD021",2739.6,55.092,128.64,334.068,31.728,1743.756,8.772,190.968,1.164,199.044,770.292,207.984,105.804,2416.8,1388.28,1111.32,2240.736,143.364,148.284,Breakfast/Lunch/Dinner
Red Rice,"Chicken Curry, Green Gram Curry, Leeks Curry, Collard Greens Curry","Red Rice with Chicken Curry, Green Gram Curry, Leeks Curry, Collard Greens Curry","Red rice, Chicken,  Coconut milk,  Spices, Green gram, Leeks,  Chillies, Collard greens","160.0, 120.0, 165.0, 310.0, 30.0, 50.0, 150.0, 25.0","SLA009, SLH006, SLI006, SLK004, SLC006, SLD055,  SLI005, SLK002, SLI024,  SLK002",2468.8,62.08,181.136,147.968,14.976,101.76,6.864,136.56,1.6,110.912,741.536,160.896,79.84,1763.2,2718.528,2609.808,2688.432,3.024,129.808,Breakfast/Lunch/Dinner
Red Rice,"Bean Curry, Green Pea Curry, Ginger Chicken, Collard Greens Curry","Red Rice with Bean Curry, Green Pea Curry, Ginger Chicken, Collard Greens Curry","Red rice, Beans,  Coconut milk,  Spices, Green pea,  Chillies, Chicken,  Ginger, Collard greens","160.0, 120.0, 220.0, 120.0, 120.0, 300.0, 50.0, 20.0, 25.0","SLA009, SLD060, SLI006, SLK004, SLC007,  SLI005, SLK002, SLH006, SLK012, SLI024,  SLK002",3017.6,101.232,183.552,235.536,55.328,127.296,25.536,587.296,4.848,311.84,1359.952,591.472,122.592,4384,3404.944,2734.48,4075.296,5.76,203.712,Breakfast/Lunch/Dinner
Red Rice,"Cashew Curry, Egg Curry, Coconut Sambol, Polos Mallum","Red Rice with Cashew Curry, Egg Curry, Coconut Sambol, Polos Mallum","Red rice, Cashew,  Coconut milk,  Chillies, Egg, Coconut,  Chili,  Onion, Jackfruit,  Coconut,  oil","160.0, 120.0, 150.0, 350.0, 75.0, 50.0, 20.0, 100.0, 15.0, 20.0, 50.0","SLA009, SLI004,  SLI005, SLK002, SLH001, SLI005,  SLK002, SLD060, SLE024, SLJ002",3854.4,88.208,359.408,214.064,57.76,400.496,27.84,594.88,17.728,330.736,1978.72,861.776,330.544,4134.4,88607.216,60123.952,17927.072,37.488,158.656,Breakfast/Lunch/Dinner
Red Rice,"Fish Curry, Pineapple Pickle, Jaffna Crab Curry, Maalu Badun","Red Rice with Fish Curry, Pineapple Pickle, Jaffna Crab Curry, Maalu Badun","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Pineapple,  pepper,  salt, Crab,  Chillies,  Oil","160.0, 145.0, 130.0, 200.0, 80.0, 9.0, 6.0, 150.0, 20.0, 100.0, 10.0","SLA009, SLF006, SLB001, SLI006, SLK004, SLE041,  SLK018, SLF045,  SLI005, SLK002, SLF035, SLJ002",3888,76.72,328.304,153.728,23.056,112.672,184.56,96.736,5.36,426.336,1203.456,315.152,694.304,2500.8,2721.12,1690.896,3057.84,22.496,126.496,Breakfast/Lunch/Dinner
Red Rice,"Dry Fish Curry, Sinhala Achcharu, Kiri Hodi, Devilled Beef","Red Rice with Dry Fish Curry, Sinhala Achcharu, Kiri Hodi, Devilled Beef","Red rice, Dry fish,  Coconut milk,  Chillies, Carrot,  onion,  green chillies,  Vinegar, Coconut milk, Beef,  Oil,  chillies","160.0, 120.0, 120.0, 200.0, 75.0, 30.0, 90.0, 105.0, 30.0, 10.0, 60.0, 80.0","SLA009, SLF020,  SLI005,  SLK002, SLB002, SLD060, SLK002, SLI017, SLI005, SLH016, SLJ002",3036.8,102.192,282.592,160.32,52.368,2073.152,15.184,520.832,15.712,898.624,1343.456,491.28,368.208,3928,77420.544,13004.176,5070.496,18.112,127.568,Breakfast/Lunch/Dinner
Red Rice,"Mango Curry, Papaya Curry, Gotu Kola Sambol, Seeni Sambol","Red Rice with Mango Curry, Papaya Curry, Gotu Kola Sambol, Seeni Sambol","Red rice, Mango,  Coconut milk,  Spices, Papaya, Gotu Kola,  Coconut,  Onion, Onion,  Sugar,  chillii","160.0, 120.0, 150.0, 350.0, 75.0, 50.0, 20.0, 20.0, 15.0, 15.0, 50.0","SLA009, SLE030, SLI006, SLK004, SLE038, SLD048, SLD060, SLK016",2198.4,19.648,165.728,153.344,31.2,912,6.432,783.472,4.16,266.448,445.216,274.944,117.184,2004.8,1769.376,1256.736,1793.824,21.088,124.368,Breakfast/Lunch/Dinner
Red Rice,"Fish Ambul Thiyal, Brinjal Moju, Bitter Gourd Salad, Kiri Hodi","Red Rice with Fish Ambul Thiyal, Brinjal Moju, Bitter Gourd Salad, Kiri Hodi","Red rice, Fish,  Goraka,  Spices, Eggplant,  Vinegar, Bitter gourd,  Coconut,  Onion, Coconut milk","160.0, 120.0, 120.0, 250.0, 1.5, 30.0, 80.0, 60.0, 100.0, 25.0","SLA009, SLF006, SLE027, SLK004, SLD019,  SLI017,  SLK004, SLD013, SLI006, SLI005",2571.2,30.816,266.576,161.472,42.576,125.616,5.872,41.424,8.816,168.48,758.816,280.448,56.864,2464,70568.064,6913.552,3456.336,16.688,123.92,Breakfast/Lunch/Dinner
Red Rice,"Carrot Curry, Fish Cutlets, Vegetable Balls, Sinhala Achcharu","Red Rice with Carrot Curry, Fish Cutlets, Vegetable Balls, Sinhala Achcharu","Red rice, Carrot,  Coconut milk,  Spices, Fish,  Potatoes,  Chillies,  leeks,  Jackfruit,  pepper,  onion,  green chillies,  Vinegar","160.0, 250.0, 120.0, 200.0, 60.0, 115.0, 90.0, 20.0, 60.0, 20.0, 35.0, 15.0, 10.0","SLA009, SLB002, SLI006, SLK004, , SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018, SLD060, SLK002, SLI017",2379.2,50.656,171.152,146,27.344,2068.128,15.184,502.64,6.368,209.952,853.232,297.84,255.36,2366.4,4247.744,2364.176,3152.096,7.824,127.568,Breakfast/Lunch/Dinner
Red Rice,"Pumpkin Leaves Curry, Prawn Curry, Tender Jackfruit Fry, Chickpea Salad","Red Rice with Pumpkin Leaves Curry, Prawn Curry, Tender Jackfruit Fry, Chickpea Salad","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Prawn, Jackfruit,  Oil, Chickpeas,  Carrot,  Cabbage","160.0, 120.0, 150.0, 350.0, 75.0, 50.0, 20.0, 90.0, 20.0, 60.0","SLA009, SLI026,  SLI005, SLK002, SLF043, SLD049, SLJ002, SLI013, SLB002, SLD021",2600,67.824,171.456,197.2,34.064,2048.496,25.056,287.52,6.24,297.952,868.384,262.128,429.6,2460.8,1693.952,1243.84,2602.048,18.72,127.472,Breakfast/Lunch/Dinner
Red Rice,"Bitter Leaf Curry, Tapioca Chips, Seeni Sambol, Jackfruit Mallum","Red Rice with Bitter Leaf Curry, Tapioca Chips, Seeni Sambol, Jackfruit Mallum","Red rice, Bitter leaves,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt,  chillies, Onion,  Sugar,  chillii, Jackfruit,  Coconut","160.0, 120.0, 120.0, 200.0, 75.0, 30.0, 150.0, 60.0, 20.0, 20.0, 100.0, 5.0, 5.0","SLA009, SLD013, SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLK016, SLK004, SLD049",2691.2,36.384,266.928,184.256,62.64,149.184,21.552,86.592,9.392,226.032,919.008,375.44,78.688,3411.2,70475.92,6944.928,3674.928,19.056,149.648,Breakfast/Lunch/Dinner
Red Rice,"Octopus Curry, Mustard Greens Curry, Capsicum Curry, Sinhala Achcharu","Red Rice with Octopus Curry, Mustard Greens Curry, Capsicum Curry, Sinhala Achcharu","Red rice, Octopus,  Coconut milk,  Chillies, Mustard greens, Capsicum, Carrot,  onion,  green chillies,  Vinegar","160.0, 120.0, 170.0, 450.0, 75.0, 50.0, 25.0, 10.0, 30.0, 35.0","SLA009, SLF042,  SLI005, SLK002, SLI025,  SLK002, SLF045, SLB002, SLD060, SLI017",1014.4,66.224,9.056,153.52,27.344,2103.184,20.416,504.192,8.496,497.504,970.032,404.96,974.048,2508.8,2047.792,1252.096,3153.264,7.824,127.568,Breakfast/Lunch/Dinner
