Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Gotu Kola Sambol, Bitter Gourd Curry, potatoe cheese Balls, Batu Moju","Red Rice with Gotu Kola Sambol, Bitter Gourd Curry, potatoe cheese Balls, Batu Moju","Red rice, Gotu Kola,  Coconut,  Onion, Bitter gourd,  Spices, cheese,  Potatoes,  pepper, Eggplant,  garlic","40, 10.0, 40.0, 15.0, 50.0, 10.0, 30.0, 60.0, 10.0, 70.0, 15.0","SLA009, SLD048, SLI005, SLD060, SLD013, SLK006, SLG002,  SLB006,  SLK018, SLD019, SLK011"
Red Rice,"Eggplant Curry, Capsicum Curry, Cauliflower Pickle, Shrimp Cutlets","Red Rice with Eggplant Curry, Capsicum Curry, Cauliflower Pickle, Shrimp Cutlets","Red rice, Eggplant,  Spices,  Coconut milk, Capsicum,  Coconut milk,  Chillies, Cauliflower,  Oil,  Garlic, Shrimp,  Potatoes,  flour","40, 30.0, 2.0, 10.0, 50.0, 25.0, 10.0, 100.0, 50.0, 20.0, 30.0, 50.0, 20.0","SLA009, SLD019, SLK006, SLI005, SLF045,  SLI005, SLK002, SLD031, SLJ002, SLK011, SLI015, SLB006, SLA018"
Red Rice,"Potato Curry, Cuttlefish Curry, Egg Curry, Sprats Fry","Red Rice with Potato Curry, Cuttlefish Curry, Egg Curry, Sprats Fry","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Cuttlefish, Egg,  Coconut milk,  Chillies, Dried fish,  Oil","40, 20.0, 55.0, 20.0, 5.0, 2.0, 50.0, 50.0, 25.0, 20.0, 40.0, 20.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLK007, SLH001,  SLI005, SLK002, SLF019, SLJ002"
Red Rice,"Fish Curry, Ala Badun, Papaya Curry, Kiri Hodi","Red Rice with Fish Curry, Ala Badun, Papaya Curry, Kiri Hodi","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Potato,  Oil, onion, Papaya,  Coconut milk,  Spices","40, 50.0, 80.0, 8.0, 2.0, 40.0, 10.0, 30.0, 50.0, 25.0, 10.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLB006, SLJ002, SLD060, SLE038, SLI006, SLK004"
Red Rice,"Bitter Gourd Curry, Tapioca Chips, potatoe cheese Balls, Cucumber Sambol","Red Rice with Bitter Gourd Curry, Tapioca Chips, potatoe cheese Balls, Cucumber Sambol","Red rice, Bitter gourd,  Coconut milk,  Spices, Tapioca,  Oil,  Salt, cheese,  Potatoes,  pepper, Cucumber","40, 50.0, 55.0, 10.0, 50.0, 20.0, 10.0, 30.0, 60.0, 15.0, 60.0","SLA009, SLD013, SLI005, SLK006, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018, SLD038"
Red Rice,"Bathala Curry, Bitter Gourd Salad, Devilled Beef, Indian Fish Curry","Red Rice with Bathala Curry, Bitter Gourd Salad, Devilled Beef, Indian Fish Curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Bitter gourd,  Onion, Beef,  Oil,  chillies, Fish","40, 50.0, 75.0, 5.0, 3.0, 50.0, 10.0, 80.0, 30.0, 15.0, 60.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLD013, SLI006, SLH016, SLJ002, SLK002, SLF034"
Red Rice,"Devilled Fish, Chickpea Curry, Polos Mallum, Indian Fish Curry","Red Rice with Devilled Fish, Chickpea Curry, Polos Mallum, Indian Fish Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Chickpea,  Coconut milk,  Chillies, Jackfruit,  oil, Fish","40, 50.0, 15.0, 5.0, 20.0, 50.0, 85.0, 10.0, 50.0, 5.0, 60.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLI013, SLI005, SLK004, SLE024, SLJ002, SLF034"
Red Rice,"Thalapath Fish Curry, Fish Patties, Sinhala Achcharu, Shrimp Cutlets","Red Rice with Thalapath Fish Curry, Fish Patties, Sinhala Achcharu, Shrimp Cutlets","Red rice, Thalapath fish,  Coconut milk,  Spices, Fish,  Flour,  Oil, Carrot,  onion,  green chillies,  Vinegar, Shrimp,  Potatoes,  flour","40, 50.0, 25.0, 10.0, 40.0, 30.0, 30.0, 30.0, 35.0, 15.0, 10.0, 30.0, 50.0, 20.0","SLA009, SLF019, SLI005, SLK006, SLF036,  SLF034,  SLJ002, SLB002, SLD060, SLK002, SLI017, SLI015, SLB006, SLA018"
Red Rice,"Beetroot Curry, Brinjal Moju, Fenugreek Curry, Sprats Fry","Red Rice with Beetroot Curry, Brinjal Moju, Fenugreek Curry, Sprats Fry","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Eggplant,  Vinegar,  Spices, Fenugreek,  Coconut milk,  Chillies, Dried fish,  Oil","40, 30.0, 20.0, 5.0, 2.0, 30.0, 40.0, 30.0, 50.0, 25.0, 20.0, 40.0, 20.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLD019,  SLI017,  SLK006, SLK010,  SLI005, SLK002, SLF019, SLJ002"
Red Rice,"Drumstick Curry, Cashew Curry, Octopus Curry, Jaffna Crab Curry","Red Rice with Drumstick Curry, Cashew Curry, Octopus Curry, Jaffna Crab Curry","Red rice, Drumstick,  Coconut milk,  Spices, Cashew,  Coconut milk,  Chillies, Octopus, Crab","40, 50.0, 20.0, 5.0, 50.0, 75.0, 30.0, 50.0, 50.0","SLA009, SLD041, SLI005, SLK006, SLI004,  SLI005, SLK002, SLF042, SLF045"
Red Rice,"Carrot Curry, Papaya Curry, Cashew Curry, Indian Fish Curry","Red Rice with Carrot Curry, Papaya Curry, Cashew Curry, Indian Fish Curry","Red rice, Carrot,  Coconut milk,  Spices, Papaya,  Coconut milk,  Spices, Cashew,  Coconut milk,  Chillies, Fish","40, 50.0, 50.0, 5.0, 50.0, 25.0, 10.0, 50.0, 25.0, 20.0, 60.0","SLA009, SLB002, SLI005, SLK006, SLE038, SLI006, SLK004, SLI004,  SLI005, SLK002, SLF034"
Red Rice,"Papaya Curry, Bitter Leaf Curry, Fish Cutlets, Sinhala Achcharu","Red Rice with Papaya Curry, Bitter Leaf Curry, Fish Cutlets, Sinhala Achcharu","Red rice, Papaya,  Coconut milk,  Spices, Bitter leaves,  Coconut milk,  Chillies, Fish,  Potatoes,  Chillies, Carrot,  onion,  Vinegar","40, 50.0, 25.0, 10.0, 50.0, 25.0, 25.0, 30.0, 50.0, 10.0, 30.0, 35.0, 10.0","SLA009, SLE038, SLI006, SLK004, SLD013, SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB002, SLD060, SLI017"
Red Rice,"Fish Ambul Thiyal, Lotus Root Curry, Fish Curry, Ginger Chicken","Red Rice with Fish Ambul Thiyal, Lotus Root Curry, Fish Curry, Ginger Chicken","Red rice, Fish,  Goraka,  Spices, Lotus root,  Coconut milk,  Chillies, Fish,  Coconut milk, curry leaves, Chicken,  Ginger","40, 80.0, 10.0, 13.0, 50.0, 25.0, 20.0, 50.0, 20.0, 2.0, 50.0, 25.0","SLA009, SLF006, SLK005, SLK006, SLB005,  SLI005, SLK002, SLF013, SLI005, SLK009, SLH006, SLK012"
Red Rice,"Dhal Curry, Banana Blossom Curry, Bitter Leaf Curry, Jaffna Crab Curry","Red Rice with Dhal Curry, Banana Blossom Curry, Bitter Leaf Curry, Jaffna Crab Curry","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Banana blossom, Bitter leaves,  Chillies, Crab,  Coconut milk","40, 80.0, 45.0, 10.0, 5.0, 20.0, 50.0, 20.0, 50.0, 25.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLD065, SLD013, SLK002, SLF045,  SLI005"
Red Rice,"Chicken Curry, Bitter Gourd Salad, Pineapple Curry, Ash Plantain Curry","Red Rice with Chicken Curry, Bitter Gourd Salad, Pineapple Curry, Ash Plantain Curry","Red rice, Chicken,  Coconut milk,  Spices, Bitter gourd,  Onion, Pineapple, Ash plantain,  Chillies","40, 40.0, 85.0, 15.0, 50.0, 10.0, 50.0, 50.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLD013, SLI006, SLE041, SLD005, SLK004"
Red Rice,"Chicken Curry, Parippu, Cucumber Sambol, Sprats Fry","Red Rice with Chicken Curry, Parippu, Cucumber Sambol, Sprats Fry","Red rice, Chicken,  Coconut milk,  Spices, Dhal, Termeric powder, Cucumber,  pepper, Dried fish,  Oil,  Chillies","40, 40.0, 50.0, 5.0, 10.0, 5.0, 60.0, 5.0, 40.0, 20.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLC009, SLK019, SLD038,  SLK018, SLF019, SLJ002, SLK002"
Red Rice,"Devilled Fish, Spinach Curry, Green Banana Curry, Spicy Crab","Red Rice with Devilled Fish, Spinach Curry, Green Banana Curry, Spicy Crab","Red rice, Fish,  Chili,  Curry leaves, Onion, Spinach,  Coconut milk,  Spices, Green banana, Crab,  Oil","40, 50.0, 25.0, 5.0, 20.0, 30.0, 65.0, 30.0, 50.0, 70.0, 20.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLI022,  SLI005, SLK006, SLD065, SLF045, SLJ002"
Red Rice,"Fenugreek Curry, Octopus Curry, Beetroot curry, Simmered Fish Roe","Red Rice with Fenugreek Curry, Octopus Curry, Beetroot curry, Simmered Fish Roe","Red rice, Fenugreek,  Coconut milk,  Chillies, Octopus, Beetroot,  Coconut milk, curry leaves, Fish,  Oil,  flour","40, 50.0, 50.0, 30.0, 50.0, 70.0, 30.0, 10.0, 70.0, 30.0, 20.0","SLA009, SLK010,  SLI005, SLK002, SLF042, SLB001, SLI005, SLK009, SLF054, SLA018, SLH001"
Red Rice,"Drumstick Curry, Carrot Sambol, Gotu Kola Sambol, Cucumber Sambol","Red Rice with Drumstick Curry, Carrot Sambol, Gotu Kola Sambol, Cucumber Sambol","Red rice, Drumstick,  Coconut milk,  Spices, Carrot,  Coconut,  pepper, Gotu Kola,  Onion, Cucumber","40, 50.0, 65.0, 5.0, 50.0, 10.0, 10.0, 10.0, 15.0, 60.0","SLA009, SLD041, SLI005, SLK006, SLB002,  SLI005,  SLK018, SLD048, SLD060, SLD038"
Red Rice,"Murunga Curry, Seer Fish Curry, Capsicum Curry, Kappa Masala","Red Rice with Murunga Curry, Seer Fish Curry, Capsicum Curry, Kappa Masala","Red rice, Drumstick,  Coconut milk,  Spices, Seer fish,  Coconut milk,  Chillies, Capsicum, Cassava,  Coconut","40, 50.0, 25.0, 10.0, 50.0, 50.0, 20.0, 50.0, 60.0, 25.0","SLA009, SLD041, SLI006, SLK006, SLF025,  SLI005, SLK002, SLF045, SLI014, SLI005"
Red Rice,"Eggplant Curry, Chicken Curry, Pumpkin Leaves Curry, Beetroot curry","Red Rice with Eggplant Curry, Chicken Curry, Pumpkin Leaves Curry, Beetroot curry","Red rice, Eggplant,  Spices,  Coconut milk, Chicken, Pumpkin leaves,  Coconut milk,  Chillies, Beetroot, curry leaves","40, 30.0, 7.0, 50.0, 40.0, 50.0, 25.0, 20.0, 70.0, 10.0","SLA009, SLD019, SLK006, SLI005, SLH006, SLI026,  SLI005, SLK002, SLB001, SLK009"
Red Rice,"Carrot Curry, Ash Plantain Curry, Carrot Sambol, Devilled Beef","Red Rice with Carrot Curry, Ash Plantain Curry, Carrot Sambol, Devilled Beef","Red rice, Carrot,  Coconut milk,  Spices, Ash plantain,  Chillies,  Coconut,  pepper, Beef,  Oil,  chillies","40, 100.0, 45.0, 5.0, 50.0, 10.0, 10.0, 5.0, 80.0, 30.0, 5.0","SLA009, SLB002, SLI005, SLK006, SLD005, SLK004,  SLI005,  SLK018, SLH016, SLJ002, SLK002"
Red Rice,"Drumstick Curry, Tomato Curry, Kohila Curry, Ginger Chicken","Red Rice with Drumstick Curry, Tomato Curry, Kohila Curry, Ginger Chicken","Red rice, Drumstick,  Coconut milk,  Spices, Tomato,  Chillies, Kohila,  Coconut milk,  Chillies, Chicken,  Ginger","40, 50.0, 45.0, 5.0, 50.0, 10.0, 50.0, 25.0, 20.0, 50.0, 25.0","SLA009, SLD041, SLI005, SLK006, SLD082, SLK004, SLB004,  SLI005, SLK002, SLH006, SLK012"
Red Rice,"Chicken Curry, Pol Sambol, Fish Curry, Soya Meat Curry","Red Rice with Chicken Curry, Pol Sambol, Fish Curry, Soya Meat Curry","Red rice, Chicken,  Coconut milk,  Spices,  Chili,  Onion, Lime, Garlic, Fish, curry leaves, Soya meat,  Chillies","40, 40.0, 105.0, 8.0, 5.0, 10.0, 3.0, 3.0, 50.0, 2.0, 50.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLK002, SLD060, SLE028, SLK011, SLF013, SLK009, SLK008, SLK004"
Red Rice,"Sweet Corn Curry, Sesame Seed Sambol, Seer Fish Curry, Vegetable Balls","Red Rice with Sweet Corn Curry, Sesame Seed Sambol, Seer Fish Curry, Vegetable Balls","Red rice, Sweet corn,  Coconut milk,  Chillies, Sesame seed,  Onion, Seer fish,  Coconut milk, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","40, 50.0, 25.0, 45.0, 50.0, 10.0, 50.0, 25.0, 30.0, 50.0, 10.0","SLA009, SLD037,  SLI005 , SLK002, SLI023,  SLD060, SLF025,  SLI005, SLB002,  SLD055,  SLD049"
Red Rice,"Chicken Curry, Green Gram Curry, Lotus Root Curry, Shrimp Cutlets","Red Rice with Chicken Curry, Green Gram Curry, Lotus Root Curry, Shrimp Cutlets","Red rice, Chicken,  Coconut milk,  Spices, Green gram, Lotus root,  Coconut milk,  Chillies, Shrimp,  Potatoes,  flour","40, 40.0, 35.0, 15.0, 50.0, 50.0, 25.0, 10.0, 30.0, 50.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLC006, SLB005,  SLI005, SLK002, SLI015, SLB006, SLA018"
Red Rice,"Pumpkin Leaves Curry, Cucumber Sambol, Beetroot curry, Sprats Fry","Red Rice with Pumpkin Leaves Curry, Cucumber Sambol, Beetroot curry, Sprats Fry","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Cucumber,  Coconut,  pepper, Beetroot, curry leaves, Dried fish,  Oil","40, 50.0, 25.0, 30.0, 60.0, 60.0, 5.0, 70.0, 10.0, 40.0, 20.0","SLA009, SLI026,  SLI005, SLK002, SLD038, SLI005,  SLK018, SLB001, SLK009, SLF019, SLJ002"
Red Rice,"Leeks Curry, Pumpkin Leaves Curry, Prawn Curry, Beef Curry","Red Rice with Leeks Curry, Pumpkin Leaves Curry, Prawn Curry, Beef Curry","Red rice, Leeks,  Coconut milk,  Chillies, Pumpkin leaves, Prawn, Beef","40, 50.0, 100.0, 40.0, 50.0, 50.0, 60.0","SLA009, SLD055,  SLI005, SLK002, SLI026, SLF043, SLH016"
Red Rice,"Fish Curry, Cabbage Mallung, Dry Fish Curry, Carrot Sambol","Red Rice with Fish Curry, Cabbage Mallung, Dry Fish Curry, Carrot Sambol","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Cabbage, Dry fish,  Coconut milk,  Chillies, Carrot,  pepper","40, 50.0, 30.0, 8.0, 2.0, 20.0, 50.0, 35.0, 10.0, 50.0, 5.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLD021, SLF020,  SLI005,  SLK002, SLB002,  SLK018"
Red Rice,"Ala Badun, Fish Cutlets, Spicy Crab, Simmered Fish Roe","Red Rice with Ala Badun, Fish Cutlets, Spicy Crab, Simmered Fish Roe","Red rice, Potato,  Oil, onion, chilli, Fish,  Potatoes,  Chillies, Crab,  chillies, Fish,  Oil,  flour","40, 40.0, 30.0, 30.0, 5.0, 30.0, 50.0, 10.0, 70.0, 10.0, 70.0, 30.0, 20.0","SLA009, SLB006, SLJ002, SLD060, SLK006, SLF034,  SLB006,  SLK002, SLF045, SLK002, SLF054, SLA018, SLH001"
Red Rice,"Snake Gourd Curry, Ulundu Wade, Jaffna Crab Curry, Kiri Hodi","Red Rice with Snake Gourd Curry, Ulundu Wade, Jaffna Crab Curry, Kiri Hodi","Red rice, Snake gourd,  Coconut milk,  Spices, Urad,  flour,  Oil, Crab,  Coconut milk,  Chillies","40, 50.0, 85.0, 10.0, 30.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA009, SLD077, SLI005, SLK006, SLI020,  SLA08,  SLJ002, SLF045,  SLI005, SLK002"
Red Rice,"Chicken Curry, potatoe cheese Balls, Pumpkin curry, Dhal Vade","Red Rice with Chicken Curry, potatoe cheese Balls, Pumpkin curry, Dhal Vade","Red rice, Chicken,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Pumpkin,  chillies, curry leaves, Lentils,  Oil","40, 40.0, 30.0, 5.0, 30.0, 60.0, 10.0, 60.0, 25.0, 5.0, 50.0, 30.0","SLA009, SLH006, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLD071, SLK002, SLK009, SLC009, SLJ002"
Red Rice,"Drumstick Curry, Seeni Sambol, Sinhala Achcharu, Sprats Fry","Red Rice with Drumstick Curry, Seeni Sambol, Sinhala Achcharu, Sprats Fry","Red rice, Drumstick,  Coconut milk,  Spices, Onion,  Sugar,  chillii, Carrot,  Vinegar, Dried fish,  Oil","40, 50.0, 20.0, 5.0, 85.0, 5.0, 30.0, 30.0, 10.0, 40.0, 20.0","SLA009, SLD041, SLI005, SLK006, SLD060, SLI011, SLK002, SLB002, SLI017, SLF019, SLJ002"
Red Rice,"Cabbage Mallung, Bitter Gourd Salad, Tomato Curry, Chickpea Salad","Red Rice with Cabbage Mallung, Bitter Gourd Salad, Tomato Curry, Chickpea Salad","Red rice, Cabbage,  Coconut,  Spices, Bitter gourd,  Onion, Tomato,  Chillies, Chickpeas,  Carrot","40, 50.0, 60.0, 5.0, 50.0, 10.0, 50.0, 10.0, 60.0, 30.0","SLA009, SLD021, SLI005, SLK006, SLD013, SLI006, SLD082, SLK004, SLI013, SLB002"
Red Rice,"Fish Curry, Sesame Seed Sambol, Collard Greens Curry, Mango Chutney","Red Rice with Fish Curry, Sesame Seed Sambol, Collard Greens Curry, Mango Chutney","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Sesame seed,  Chili,  Onion, Collard greens,  Coconut milk,  Chillies, Mango,  Vinegar,  sugar","40, 50.0, 20.0, 3.0, 2.0, 50.0, 25.0, 10.0, 50.0, 25.0, 10.0, 40.0, 10.0, 10.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLI023, SLK002,  SLD060, SLI024,  SLI005,  SLK002, SLE030, SLI017, SLI011"
Red Rice,"Devilled Fish, Murunga Curry, Cashew Curry, Lotus Root Curry","Red Rice with Devilled Fish, Murunga Curry, Cashew Curry, Lotus Root Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Drumstick,  Coconut milk,  Spices, Cashew,  Coconut milk, Lotus root","40, 50.0, 25.0, 5.0, 20.0, 50.0, 25.0, 10.0, 50.0, 50.0, 50.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLD041, SLI006, SLK006, SLI004,  SLI005, SLB005"
Red Rice,"Dhal Curry, Carrot Curry, Radish Sambol, Seeni Sambol","Red Rice with Dhal Curry, Carrot Curry, Radish Sambol, Seeni Sambol","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Carrot, Radish,  pepper, Onion,  Sugar,  chillii","40, 80.0, 60.0, 10.0, 5.0, 50.0, 60.0, 5.0, 50.0, 5.0, 5.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLB002, SLB007, SLK018, SLD060, SLI011, SLK002"
Red Rice,"Egg Curry, Ulundu Wade, Carrot curry, Devilled Beef","Red Rice with Egg Curry, Ulundu Wade, Carrot curry, Devilled Beef","Red rice, Egg,  Coconut milk,  Chillies, Urad,  flour,  Oil, Carrot,  Coconut milk, curry leaves, Beef,  Oil","40, 50.0, 25.0, 25.0, 30.0, 40.0, 20.0, 50.0, 20.0, 5.0, 80.0, 30.0","SLA009, SLH001,  SLI005, SLK002, SLI020,  SLA08,  SLJ002, SLB002, SLI005, SLK009, SLH016, SLJ002"
Red Rice,"Beetroot Curry, Banana Blossom Curry, potatoe cheese Balls, Spicy Crab","Red Rice with Beetroot Curry, Banana Blossom Curry, potatoe cheese Balls, Spicy Crab","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Banana blossom, cheese,  Potatoes,  pepper, Crab,  Oil,  chillies","40, 30.0, 30.0, 10.0, 2.0, 20.0, 30.0, 60.0, 10.0, 70.0, 20.0, 10.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLD065, SLG002,  SLB006,  SLK018, SLF045, SLJ002, SLK002"
Red Rice,"Gotu Kola Sambol, Papaya Curry, Tapioca Chips, Polos Ambula","Red Rice with Gotu Kola Sambol, Papaya Curry, Tapioca Chips, Polos Ambula","Red rice, Gotu Kola,  Coconut,  Onion, Papaya,  Coconut milk,  Spices, Tapioca,  Oil,  Salt, Jackfruit,  chillies,  curry leaves","40, 10.0, 45.0, 15.0, 50.0, 25.0, 10.0, 50.0, 20.0, 10.0, 80.0, 10.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLE038, SLI006, SLK004, SLB011,  SLJ002,  SLK002, SLD049, SLK002, SLK009"
Red Rice,"Pineapple Curry, Carrot Sambol, Cucumber Sambol, Sinhala Achcharu","Red Rice with Pineapple Curry, Carrot Sambol, Cucumber Sambol, Sinhala Achcharu","Red rice, Pineapple,  Coconut milk,  Spices, Carrot,  Coconut,  pepper, Cucumber,  onion,  green chillies,  Vinegar","40, 50.0, 55.0, 10.0, 80.0, 10.0, 10.0, 60.0, 35.0, 15.0, 10.0","SLA009, SLE041, SLI005, SLK006, SLB002,  SLI005,  SLK018, SLD038, SLD060, SLK002, SLI017"
Red Rice,"Drumstick Curry, Pineapple Curry, Dry Fish Curry, Tender Jackfruit Fry","Red Rice with Drumstick Curry, Pineapple Curry, Dry Fish Curry, Tender Jackfruit Fry","Red rice, Drumstick,  Coconut milk,  Spices, Pineapple, Dry fish,  Coconut milk,  Chillies, Jackfruit,  Oil","40, 50.0, 45.0, 15.0, 50.0, 50.0, 25.0, 10.0, 90.0, 20.0","SLA009, SLD041, SLI005, SLK006, SLE041, SLF020,  SLI005,  SLK002, SLD049, SLJ002"
Red Rice,"Green Pea Curry, Gotu Kola Sambol, Tender Jackfruit Fry, Devilled Beef","Red Rice with Green Pea Curry, Gotu Kola Sambol, Tender Jackfruit Fry, Devilled Beef","Red rice, Green pea,  Coconut milk,  Chillies, Gotu Kola,  Coconut,  Onion, Jackfruit,  Oil, Beef","40, 50.0, 25.0, 15.0, 10.0, 15.0, 15.0, 90.0, 50.0, 80.0","SLA009, SLC007,  SLI005, SLK002, SLD048, SLI005, SLD060, SLD049, SLJ002, SLH016"
Red Rice,"Green Banana Curry, Vegetable Cutlets, Devilled Beef, Jackfruit Mallum","Red Rice with Green Banana Curry, Vegetable Cutlets, Devilled Beef, Jackfruit Mallum","Red rice, Green banana,  Coconut milk,  Chillies, Carrot,  Potatoes,  Chillies, Beef,  Oil, Jackfruit,  Coconut","40, 50.0, 25.0, 15.0, 30.0, 40.0, 10.0, 80.0, 30.0, 60.0, 30.0","SLA009, SLD065,  SLI005, SLK002, SLB002,  SLB006,  SLK002, SLH016, SLJ002, SLD049, SLI005"
Red Rice,"Banana Blossom Curry, Mint Sambol, Kochchi Sambol, Polos Mallum","Red Rice with Banana Blossom Curry, Mint Sambol, Kochchi Sambol, Polos Mallum","Red rice, Banana blossom,  Coconut milk,  Spices, Mint,  Coconut,  pepper, Green chili, Jackfruit,  oil","40, 20.0, 70.0, 5.0, 60.0, 30.0, 5.0, 10.0, 50.0, 5.0","SLA009, SLD065, SLI005, SLK006, SLI020,  SLI005, SLK018, SLK002, SLE024, SLJ002"
Red Rice,"Pumpkin Leaves Curry, Okra Curry, Ulundu Wade, Radish Sambol","Red Rice with Pumpkin Leaves Curry, Okra Curry, Ulundu Wade, Radish Sambol","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Okra, Urad,  flour,  Oil, Radish,  Coconut,  pepper","40, 50.0, 50.0, 20.0, 50.0, 30.0, 40.0, 20.0, 60.0, 30.0, 5.0","SLA009, SLI026,  SLI005, SLK002, SLD053, SLI020,  SLA08,  SLJ002, SLB007, SLI005, SLK018"
Red Rice,"Potato Curry, Lotus Root Curry, Okra Curry, Dhal Vade","Red Rice with Potato Curry, Lotus Root Curry, Okra Curry, Dhal Vade","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Lotus root,  Coconut milk,  Chillies, Okra, Lentils,  Oil","40, 20.0, 30.0, 10.0, 5.0, 2.0, 50.0, 50.0, 35.0, 50.0, 50.0, 30.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLB005,  SLI005, SLK002, SLD053, SLC009, SLJ002"
Red Rice,"Devilled Fish, Potato Curry, Octopus Curry, Beef Curry","Red Rice with Devilled Fish, Potato Curry, Octopus Curry, Beef Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Potato,  Coconut milk,  Spices, Turmeric Powder, Octopus,  Coconut milk, Beef","40, 50.0, 25.0, 10.0, 20.0, 20.0, 30.0, 10.0, 2.0, 50.0, 50.0, 60.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLB006, SLI005, SLK006, SKL019, SLF042,  SLI005, SLH016"
Red Rice,"Green Gram Curry, Soya Meat Curry, Mint Sambol, Jaffna Crab Curry","Red Rice with Green Gram Curry, Soya Meat Curry, Mint Sambol, Jaffna Crab Curry","Red rice, Green gram,  Coconut milk,  Spices, Soya meat,  Chillies, Mint,  Coconut,  pepper, Crab,  Chillies","40, 50.0, 50.0, 10.0, 50.0, 10.0, 60.0, 55.0, 5.0, 50.0, 10.0","SLA009, SLC006, SLI005, SLK006, SLK008, SLK004, SLI020,  SLI005, SLK018, SLF045, SLK002"
Red Rice,"Chicken Curry, Malu Mirisata, Devilled Chicken, Cauliflower Pickle","Red Rice with Chicken Curry, Malu Mirisata, Devilled Chicken, Cauliflower Pickle","Red rice, Chicken,  Coconut milk,  Spices, Fish,  Chili,  curry leaves, Onion, Cauliflower,  Oil,  Garlic","40, 90.0, 10.0, 5.0, 50.0, 15.0, 13.0, 20.0, 100.0, 50.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLF013, SLK002, SLK009, SLD060, SLD031, SLJ002, SLK011"
Red Rice,"Brinjal Moju, Green Gram Curry, Pineapple Curry, Lotus Root Curry","Red Rice with Brinjal Moju, Green Gram Curry, Pineapple Curry, Lotus Root Curry","Red rice, Eggplant,  Vinegar,  Spices, Green gram,  Coconut milk,  Spices, Pineapple, Lotus root,  Coconut milk,  Chillies","40, 30.0, 40.0, 30.0, 50.0, 50.0, 20.0, 50.0, 50.0, 25.0, 10.0","SLA009, SLD019,  SLI017,  SLK006, SLC006, SLI005, SLK006, SLE041, SLB005,  SLI005, SLK002"
Red Rice,"Fish Curry, Cashew Curry, Egg Curry, Beetroot curry","Red Rice with Fish Curry, Cashew Curry, Egg Curry, Beetroot curry","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Egg, Beetroot","40, 50.0, 50.0, 3.0, 12.0, 50.0, 50.0, 30.0, 50.0, 70.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLI004,  SLI005, SLK002, SLH001, SLB001"
Red Rice,"Gotu Kola Sambol, Bitter Gourd Curry, Gotu Kola Sambol, Dhal Vade","Red Rice with Gotu Kola Sambol, Bitter Gourd Curry, Gotu Kola Sambol, Dhal Vade","Red rice, Gotu Kola,  Coconut,  Onion, Bitter gourd,  Spices, Lentils,  chillie,  Oil","40, 20.0, 55.0, 30.0, 50.0, 10.0, 50.0, 15.0, 30.0","SLA009, SLD048, SLI005, SLD060, SLD013, SLK006, SLC009, SLK002, SLJ002"
